id_left	string_left
433401	Others with such a status are Egypt, Israel, and Australia.
3215697	"""""""""""""""But unfortunately we find that attacks on Iraqis have increased."""""""""""""""
862166	The Bush administration said Monday it will propose a rule change allowing governors to seek exemptions from a policy blocking road-building in remote areas of national forests.
1334494	This Wednesday, the 127th anniversary of Custer's defeat, formal recognition is coming to the Indian warriors who prevailed that hot day, June 25, 1876.
1605217	After 10 years of debate, the government is requiring food labels to reveal exact levels of the artery clogger.
129775	The Standard & Poor's 500 Index slipped 4.77, or 0.5 percent, to 929.62.
683098	The witness, a 27-year-old Kosovan parking attendant with criminal convictions for dishonesty, was paid 10,000 by the News of the World.
2841042	Although sex crimes Det.-Sgt. Dave Perry is in command of the case, homicide Det.-Sgt. Gerry Cashman appeared last evening at the home near Finch Ave. and Hwy. 404.
969653	The Dow Jones industrial average <.DJI> was off 58.69 points, or 0.64 percent, at 9,137.86.
2007775	"""""""""""""""The day may come when courts properly can and should declare the ultimate sanction to be unconstitutional in all cases,"""""""" Wolf wrote."""""""
2760412	Excluding the charges, analysts, on average, expected a loss of 11 cents a share.
221084	Montreal-based Bombardier's Class B shares rose 6 Canadian cents to C$3.80 in Toronto on Friday.
264040	Snow made his comments to Reuters on Friday but they were embargoed until Tuesday.
2672787	At least 150 people are scheduled to testify at the hearings in Gaithersburg, Md., on Tuesday and Wednesday, with experts and activists lining up on each side.
283605	The mock explosion, the first event in the drill, occurred in a car in industrial south Seattle.
58974	"""""""He playfully chided the Senate's """"""""little bitty tax relief plan."""""""""""""""
130088	It closed Tuesday at its highest level since last June.
508365	"""""""""""""""The hard-core fans came out for Reloaded and then moved on,"""""""" says John Shaw of the box office tracking firm Movieline International."""""""
1219326	"""""""From Broadway comedies like """"""""The Seven Year Itch"""""""" (1952), """"""""Will Success Spoil Rock Hunter?"""""""""""""""
1462783	Pollack said the plaintiffs failed to show that Merrill and Blodget directly caused their losses.
3256831	Prosecutors did an about-face in May and asked that the autopsy reports be unsealed after portions of Conner Peterson's autopsy report favorable to the defense were leaked to the media.
2380347	In the latest top-level shuffle at CNN, Teya Ryan is leaving her post as general manager of U.S. programming, the network announced.
1995575	"""""""""""""""For us that doesn't make a difference, the sexual orientation,"""""""" Tutu told television reporters in Soweto."""""""
3225453	Judge Leroy Millette Jr. can reduce the punishment to life in prison without parole when Muhammad is formally sentenced Feb. 12, but Virginia judges rarely take such action.
1947223	With diplomacy heating up in the nearly 10-month-old nuclear crisis, Chinese Foreign Minister Li Zhaoxing is slated to visit South Korea from August 13 to 15.
1757283	So far, they have searched Pennsylvania, Ohio, Michigan, Illinois and Indiana, authorities in those state said.
1808889	Besides battling its sales slump, Siebel also has been sparring with some investors upset about huge stock option windfalls company managers have pocketed.
1934804	Dennehy, who transferred to Baylor last year after getting kicked off the University of New Mexico Lobos for temper tantrums, became a born-again Christian in June 2002.
261658	Pascal Lamy, the EU’s Trade Commissioner, insisted: “The EU’s regulatory system for GM goods authorisation is in line with WTO rules.
1917209	Customers include Mitsubishi, Siemens, DBTel, Dell, HP, Palm, Philips, Sharp, and Sony.
356719	Mr Sahel said police had identified the bodies of seven of the 14-strong cell believed to have carried out the five almost simultaneous attacks on Saturday.
1097469	Boeing said the final agreement is expected to be signed during the next few weeks.
1383727	A cost analysis is under way, said Michael Rebell, CFE's executive director.
134822	Bond bulls would like the Fed to recognize that risks are biased toward economic weakness.
1756866	In recent years, Hampton kept in touch with friends and stayed in trouble: He faced charges of fare-beating and credit card theft.
2410088	Five-year notes US5YT=RR rose 6/32 in price for a yield of 3.08 percent, down from 3.12 percent late on Tuesday.
2226071	The women said those rape victims who did come forward were routinely punished for minor infractions while their assailants escaped judgement, prompting most victims to remain silent.
686191	At least 154 people, most of them opposition activists or officials, were arrested across the country Monday, police spokesman Wayne Bvudzijena said in a statement.
1506823	Lesser rewards of $15 million each were offered for the same information about his sons, Uday and Qusay.
610530	"""""""""""""""The steps that the Iranians claim to have taken in terms of capturing al-Qaida are insufficient,"""""""" said Ari Fleischer, the White House press secretary."""""""
276517	"""""""""""""""They drive around in their cars, while people are being killed 500 metres away,"""""""" he said on Sunday."""""""
3365018	"""""""""""""""This case was both mentally challenging and emotionally exhausting,"""""""" said the foreman, Jim Wolfcale, a 41-year-old minister."""""""
1693258	United hasn't set a starting date for the unit, known within the Chicago-based company as Starfish.
3417159	Vial estimated that 250 to 500 vehicles were stranded overnight after the pass through the Siskiyou Mountains was closed Sunday night.
1312090	They said they only wanted to entertain people and win the best float prize and were fired for exercising their free-speech rights.
2548947	"""""""""""""""This is one of the most important solutions for portable gaming,"""""""" Nintendo R&D general manager Satoru Okada said in a statement."""""""
885713	"""""""""""""""It is wasting both water and money,"""""""" Ortega said Tuesday."""""""
2501070	The United States says 1,882 Americans remain listed as missing in action and unaccounted for from the Vietnam War.
596187	Intel spokesman Dan Francisco said the chip maker is looking into the issue, but declined to elaborate.
758885	Feith said people have misconstrued the purpose of the small intelligence review team he assembled in October 2001.
1037070	Also in the majority were Chief Justice William H. Rehnquist and Justices John Paul Stevens, Sandra Day O'Connor, Ruth Bader Ginsburg and Stephen G. Breyer.
3003058	Netanyahu and his advisers say the changes are necessary to permit Israel to compete successfully in the global marketplace and attract investment.
1200551	Treasuries were dragged lower on Friday as shorter-dated debt was roiled by conflicting reports on the likelihood of an aggressive easing in U.S. interest rates.
699859	The technology-laced Nasdaq Composite Index .IXIC was up 14.35 points, or 0.89 percent, at 1,617.91.
2388841	"""""""""""""""What can I say to you?"""""""" he told a crowd at a cemetery with a thousand headstones, many of them marking the graves of entire families."""""""
2518638	But the Quartet is divided three-to-one, the United States against the rest, on the question of whether they should treat Arafat as the representative of the Palestinian people.
571573	Kaichen's former landlord, Carol Halperin of Chappaqua, said Kaichen told her she volunteered at Ground Zero after the attack.
1045708	The American women, who are defending champions, will play in Philadelphia on Sept. 25 and conclude group competition in Columbus on Sept. 28.
2548466	VeriSign introduced its Site Finder service on Sept. 15.
356819	When the bomb exploded at the Casa de España, customers were eating dinner and playing bingo.
690579	I'm never going to forget this day.
3285323	Aventis, based in Strasbourg, France, is one of a handful of companies that still make the flu vaccine.
893926	The Labor Day race for Fontana has gained momentum since the series visited the Speedway for the Auto Club California 500 last April.
2345492	To date, 152 communities and the legislatures of Alaska, Hawaii and Vermont have approved resolutions condemning the act.
986604	The warning was the most serious the 15-nation bloc has sent Iran since they began negotiating a trade and cooperation agreement late last year.
1055255	"""""""London-based NCRI official Ali Safavi told Reuters: """"""""We condemn this raid, which is in our view illegal and morally and politically unjustifiable."""""""""""""""
919802	That comment undercut his remarks in an interview on Tuesday that the ECB had not exhausted its ammunition for rate cuts.
1629440	The committee was appointed by Defense Secretary Donald Rumsfeld under orders from Congress.
13714	In two weeks, he'll probably send out Peace Rules in the Preakness.
81231	On Friday, the U.S. Department of Labour reported that the U.S. economy shed another 48,000 jobs in April, while the jobless rate jumped to 6 per cent.
1550449	At a press conference Thursday, the group claimed it had obtained 1.1 million signatures on petitions opposing the recall, although the petitions have no legal effect.
490013	The American Stock Exchange biotech index .BTK surged 5 percent.
490006	The blue-chip Dow Jones industrial average .DJI climbed 164 points, or 1.91 percent, to 8,765.38, brushing its highest levels since mid-January.
3099585	The study also found that consumer goods advertisers continued to spend the most dollars online, representing 35% of all Web advertising.
1588250	The broader Standard & Poor's 500 Index rose 3.42 points, or 0.34 percent, to 1,007.84.
238217	"""""""A fifth member of the """"""""Lackawanna Six,"""""""" young Yemeni-American men accused of training at an al-Qaida terrorist camp, pleaded guilty Monday to supporting terrorism."""""""
2630841	Another big gainer was Rambus Inc. (nasdaq: RMBS - news - people), which shot 32 percent higher.
2046155	"""""""""""""""We are expending all available resources toward the investigation,"""""""" said Assistant U.S. Attorney Todd Greenberg, a counterterrorism prosecutor in Seattle."""""""
1390382	"""""""The impact of these shortages, U.S. Energy Secretary Spencer Abraham warned yesterday, """"""""will touch virtually every American."""""""""""""""
332716	The U.S. State Department travel warning said the threat to aircraft by terrorists using shoulder-fired missiles continues in Kenya and includes Nairobi.
240349	Lawyers and others familiar with the federal investigation say it remains focused on Campbell, though prosecutors declined to discuss the probe.
1462692	Wal-Mart, the nation's largest private employer, has expanded its anti-discrimination policy to protect gay and lesbian employees, company officials said Tuesday.
1536272	She was 26 then, and a friend tipped her to another position and told her whom to call.
177077	"""""""If successful, the """"""""Muses-C"""""""" will be the first probe to make a two-way trip to an asteroid."""""""
1042503	The first of those discussions is expected to get under way in the next three to five months.
3098063	The support will come as a free software upgrade called WebVPN for current customers that have support contracts.
428383	A bill that would have fully legalized marijuana for medical purposes in Connecticut was narrowly defeated in the House of Representatives on Wednesday.
2653985	Terri Schiavo, 39, suffered severe brain damage following a heart attack 13 years ago.
1629891	I never punished a victim,'' said Brigadier General Taco Gilbert, the school's former number two officer.
1157432	"""""""""""""""If they want to replace 11i with PeopleSoft, now that would make sense."""""""""""""""
1012647	Dixon was otherwise the class of the field at Pikes Peak International Raceway.
1464799	Simon shares Tuesday closed up 42 cents, or about 1 percent, at $39.45 on the New York Stock Exchange.
2333026	While waiting for a bomb squad to arrive, the bomb exploded, killing Wells.
1465159	Anhalt said children typically treat a 20-ounce soda bottle as one serving, while it actually contains 2 1/2 servings.
2762932	Sabri Yakou, an Iraqi native who is a legal U.S. resident, appeared before a federal magistrate yesterday on charges of violating U.S. arms-control laws.
1686095	That fire devastated timber on the reservation, charred 469,000 acres and destroyed 491 homes in surrounding communities.
1559232	Sliding down the ice, Moriarty and Carella hit the spongy, rocky floor of the river and immediately felt the pull.
798702	Waksal has pleaded guilty to securities fraud and is to be sentenced next week.
495194	But skeptics are concerned about the ease with which vendors can use these hardware-based security features to set digital rights management policies.
1144182	Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.
615871	"""""""The company added, """"""""until more facts are presented, Lindows.com will not take a position as to the validity of the claims presented by either side."""""""""""""""
1669281	U.S. Wireless restated its financial results when fraud was uncovered, increasing its fiscal year 2000 loss to $17 million from $11 million.
2250251	"""""""""""""""I expect Japan to keep conducting intervention, but the volume is likely to fall sharply,"""""""" said Junya Tanase, forex strategist at JP Morgan Chase."""""""
1782592	The valid signatures of 897,158 registered California voters must be collected and turned in to county election officials by Sept. 2.
3286327	But Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said: ''Mention the word prohibition and everyone knows what happened there.
1837885	Dotson was arrested July 21 after calling 911, saying he needed help because he was hearing voices, authorities said.
2833658	After his retirement, Foley served as assistant secretary of energy for defense programs under President Ronald Reagan.
2942579	"""""""Still, the """"""""somewhat ambiguous ruling"""""""" might be a setback for Static Control depending on how it developed its competing product, Merrill Lynch analyst Steven Milunovich said."""""""
1868647	According to Tuesday's report, consumers' assessment of current conditions was less favourable than a month earlier.
1353352	Barbini said the union may reach a compromise with the United States but it wants a system for labeling such foods, something the industry successfully fought here.
3273136	"""""""""""""""It seems clear the climate is changing,"""""""" he said, asked to explain the flooding that keeps ravaging the southeast."""""""
1669253	Hilsenrath was also indicted on 33 counts of wire fraud, which each carry a maximum penalty of five years in prison, a $250,000 fine and restitution.
2742787	Revenue rose 3.9 percent, to $1.63 billion from $1.57 billion.
3289371	In September, Hewlett-Packard signed a development and marketing deal with the company.
2565078	Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call.
1488446	AFTRA members approved the merger by a vote of 75.88% to 24.12%.
1716177	Two of them are on an initial list of six detainees who could be tried by the military tribunal.
1334303	The dead cavalry have been honored for more than a century with a hilltop granite obelisk and white headstones.
2338162	Under the new pricing scheme, Universal would lower its wholesale price on a CD to $9.09 from $12.02.
2186854	They boy's father, Terrance Cottrell Sr., 33, said yesterday he wants everyone involved in his son's death to be held responsible.
368271	The two companies said PowderJect's strong U.S. position would complement Chiron's European presence.
2141812	Higher courts have ruled that the tablets broke the constitutional separation of church and state.
747199	The interest rate sensitive two year Schatz yield was down 5.8 basis points at 1.99 percent.
2746767	"""""""It represents an important opportunity to put a halt to a national effort aimed at removing any religious phrase or reference from our culture."""""""""""""""
1615615	The new sensor -- dubbed CANARY for ''cellular analysis and notification of antigen risks and yields'' -- hijacks this natural process with two important changes.
411079	Started on Christmas Day in 1931, the Met's matinee broadcasts have introduced opera to millions of people around the world.
1013865	Guidant said it will continue to ship the product and provide support to doctors and patients through October 2003.
2464935	The boy also sprayed the room full of retardant from fire extinguishers, which made it hard to see, the chief said.
649943	Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder.
496246	"""""""But JT was careful to clarify that it was """"""""not certain about the outcome of the discussion at this moment""""""""."""""""
3428489	The U.S. Capitol was evacuated yesterday after authorities detected a possibly hazardous material in the basement of the Senate wing, Capitol Police said.
2654547	Campaign officials said the moves may have been a source of some friction with Fowler.
257477	Troubled Devil Rays prospect Josh Hamilton's promising future is in doubt after an announcement Monday he will miss the season because of unspecified personal problems.
3145536	He arrives later this week on the first state visit by a US President.
1454756	July 1st is the sixth anniversary of Hong Kong's return to Chinese rule.
3153528	The commission dropped charges that Patton improperly appointed Conner to the Kentucky Lottery Board and that he improperly appointed Conner's then-husband, Seth, to the Agriculture Development Board.
2477153	The 2 1/2 -ton probe will plunge into the thick Jovian atmosphere today at 3:49 p.m. Eastern time, disintegrating moments later from the friction generated by its 108,000-mph free-fall.
1112041	Sen. Michael Crapo, R-Idaho, chairman of the subcommittee that will consider the nomination, is a longtime friend.
811019	If Senator Clinton does decide to run in 2008, she cannot announce her candidacy before 2006, which is when she faces re-election for the Senate.
629292	"""""""People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn't the right thing to do."""""""""""""""
2439549	Intel sells the current top Pentium for US$637 in quantities of 1,000.
3454292	Six Democrats are vying to succeed Jacques and have qualified for the Feb. 3 primary ballot.
1048282	The volatile mix could drag the session beyond the four days allotted by Bush, said Senate President Jim King.
3389014	Reuters witnesses said many houses had been flattened and the city squares were packed with crying children and the homeless, huddled in blankets to protect them from the cold.
1685023	"""""""""""""""Good cause has been clearly shown that such change of venue is necessary to ensure a fair and impartial trial,"""""""" Prince William County Circuit Judge LeRoy Millette Jr. wrote."""""""
710770	John Hickenlooper had 65 percent of the vote to 35 percent for City Auditor Don Mares.
1896884	EnCana also reaffirmed its forecast of 10 per cent internal sales growth in 2003 and 2004.
1007185	"""""""New Line Cinema's prequel comedy, """"""""Dumb and Dumberer: When Harry Met Lloyd"""""""" opened with $11.1 million."""""""
2221840	"""""""""""""""It still remains to be seen whether the revenue recovery will be short or long lived,"""""""" he said."""""""
1787828	That compared with a year-earlier profit of $102 million, or 13 cents a share.
1381716	"""""""Chavez said investigators feel confident they've got """"""""at least one of the fires resolved in that regard."""""""""""""""
1840021	"""""""""""""""We've got quality players,"""""""" said Pirates manager Lloyd McClendon."""""""
1147505	"""""""""""""""We believe that it is not necessary to have a divisive confirmation fight over a Supreme Court appointment,"""""""" Daschle wrote."""""""
543533	Agriculture Secretary Luis Lorenzo told Reuters there was no damage to the vital rice crop as harvesting had just finished.
2776610	Since it expanded its shipments to the United States, Hulett has captured a significant share of the U.S. market.
163731	China's Health Ministry said five more people had died of Sars and a further 159 were infected.
2090432	"""""""""""""""The figures are becoming catastrophic,"""""""" said Dr. Patrick Pelloux, the president of the association of emergency room physicians."""""""
1957071	This is a good day for Americas farmers, said Sen. Charles Grassley, an Iowa Republican, in reaction to the administration announcement.
347461	But the cancer society said its study had been misused.
2637189	Russin did not comment; his lawyer did not attend the hearing and did not return phone messages.
1967667	"""""""""""""""He's made it plain that if we think we are facing a suicide bomber, we should shoot first and ask questions later,"""""""" one senior officer said."""""""
774657	Tight media controls and the remote location of the northern village where the fighting broke out made it impossible to confirm what happened.
1117174	Several shots rang out in the darkness, but only one gator had been killed by 11 p.m.
1725788	Sales of $21.6 billion, up 10 percent from $19.7 billion a year ago, were ahead of Wall Street's estimate of $21.4 billion.
2475398	Dr. Sutherland, 65, was a co-founder of Evans & Sutherland, an early maker of high-performance computers.
1787709	Kodak said the PracticeWorks deal is expected to add about $215 million to its revenue in the first full year after the acquisition.
2529576	He also said the academy will get its own internal report next week detailing the seriousness of the remaining problem.
758288	The bill says that a woman who undergoes such an abortion couldn't be prosecuted.
3398909	International rescue workers are scouring flattened debris for survivors in Iran's shattered ancient Silk Road city of Bam after a violent earthquake killed more than 20,000 people.
121939	Unless their parents submit written objections, students, regardless of citizenship status, would be required to participate in the pledges and the minute of silence.
1401862	Shares of Allergan fell 14 cents to close at $78.12 on the New York Stock Exchange (news - web sites).
3333475	"""""""Scott McClellan, a White House spokesman, called the decision """"""""troubling and flawed."""""""""""""""
646343	Team President Ken Sawyer told the Pittsburgh Post Gazette Sunday that Lemieux has not spoken to him about selling his interest in the Penguins or about playing for another team.
3103374	Muhammad's trial began Oct. 14 in nearby Virginia Beach.
3422952	"""""""""""""""Until this site was reported, the earliest site in Bering land-bridge area was dated at about 11,000 years ago,"""""""" Grayson said."""""""
224125	The Nasdaq composite index added 30.46 points, or 2 percent, to 1,520.15.
1225768	Stanford (51-17) and Rice (57-12) will play for the national championship tonight.
786949	Grassley and Baucus rejected any disparity in drug benefits.
2515727	An outspoken opponent of terrorism, Said's key political allies were Palestinian intellectuals and civic leaders outside the Arafat-dominated PLO and Palestinian Authority.
2274833	"""""""""""""""In fact, I was physically sick several times at this stage, because he looked so desperate,"""""""" she said."""""""
1639471	The Sunshine Group LTD represented the developers, The Related Companies and Apollo Real Estate Advisors LP, on the deal.
2481631	The lawyer for Hollins Jr., Thomas Royce, has said his client had no link to the company that owned and operated E2.
3085781	The attack seemed similar to others staged near foreign compounds in Riyadh on May 12.
1087225	The exotic animal trade is enormous, and it continues to spiral out of control.
2254011	Proposition 34, a campaign financing initiative that voters passed in 2000, limits fund raising and spending by gubernatorial candidates.
3035919	The 90-minute exchange in Boston took place at a debate focusing on the issues of interest to young people.
1680943	He wounded a security guard and then fled, stabbing two passersby as he ran off along the promenade.
2620044	Police believe Wilson shot Reynolds, then her mother once in the head before fatally turning the gun on herself.
922819	The Federal Trade Commission (FTC) asked Congress today for additional authority to fight unwanted Internet spam, which now accounts for up to half of all e-mail traffic.
3283140	The companies, Chiron and Aventis Pasteur, together made about 80 million doses of the injected vaccine, which ordinarily would have been enough to meet U.S. demand.
3150044	The combined companies' commercial and personal lines will be consolidated under the Travelers brand and will be based in Hartford, Conn., Travelers' current headquarters.
3319098	The technology-heavy Nasdaq Composite Index <.IXIC> dipped 6.62 points, or 0.34 percent, to 1,917.67.
3059628	The government did not identify the taikonauts — a term coined from ‘‘taikong,’’ the Chinese word for space — who would travel on the second mission.
1463005	"""""""A Merrill Lynch spokesman said """"""""we are pleased with the judge's decision."""""""""""""""
3185728	Among the workers, the researchers found short workers had worse hearing than expected for their age.
1686168	That fire devastated timber on the reservation, while charring 469,000 acres and destroying 491 homes in surrounding communities.
4142	The body of one of the four teens, 17-year-old Max Guarino, was found April 25 in Long Island Sound.
1035681	The number of reported rapes rose by 4 percent and the number of murders grew by 0.8 percent, the FBI said.
739972	"""""""If he is successful in reaching a cease-fire, known as a """"""""hudna,"""""""" Abbas will hold more talks with Sharon, their third one-on-one meeting in a month."""""""
2381709	Tail wagging, Abbey trotted on stage with Conway before a crowd of more than 10,000 attendees at PeopleSoft's annual customer conference at the Anaheim Convention Center.
953749	Altria shares fell $1.23, or 2.8 percent, to $42.44 and were the Dow's biggest percent loser.
1967579	It warned that London, along with several other foreign cities, was facing an increasing threat of a suicide bomb attack.
889609	The launch coincides with the JavaOne developers' conference in San Francisco this week.
1079804	The meeting was scheduled to end Wednesday night, with attendees approving resolutions that express the denomination's view on issues but that are not binding on churches.
2794042	"""""""He cut his rating for XL shares to """"""""neutral"""""""" from """"""""buy,"""""""" and said the shares """"""""will not rebound quickly."""""""""""""""
1806953	Igen's stock closed $4.70 or nearly 13.7 percent higher at $39.10 on the Nasdaq market.
1967657	According to security sources, London Metropolitan Police Commissioner John Stevens placed his force on its highest state of alert last week following the warning.
438985	"""""""""""""""This has been a persistent problem that has not been solved,"""""""" investigation board member Steven Wallace said."""""""
2527854	Median household income declined 1.1 percent between 2001 and 2002 to $42,409, after accounting for inflation.
3317425	Advanced Micro Devices said Fujitsu Siemens Computers is offering a high-end workstation based on AMD's Opteron 200 Series.
843200	It will take time to oust die-hard remnants of Saddam Hussein's deposed regime in Iraq, Defense Secretary Donald H. Rumsfeld said Tuesday.
2453492	The Episcopal Diocese of Central Florida became one of the first in the nation Saturday to officially reject the national denomination's policies on homosexuality.
2248645	Ms Lanier's first heart tumour was removed from the upper part of her heart in 1997, returning in 1999, in 2001 and again this year.
515763	On May 22, 2002, a man walking his dog came across some of Levy's bones in Washington's Rock Creek Park.
1322404	Democrats now hope to increase the value of awards proposed by Hatch and to create a mechanism to ensure the fund remains solvent.
2057710	Both strain 121 and Pyrolobus belong to a branch on the tree of life known as the archaea.
2467983	These days, even death penalty proponents in the Legislature say they are solidly outnumbered by opponents.
374820	At issue is the scholarship program that helps high-achieving students pay for studies in fields such as business or engineering, but not theology.
1953302	The biggest cut ordered was for Hanover Lloyds Insurance Co. -- 31 percent.
1465145	"""""""""""""""We're making these commitments first and foremost because we think it's the right thing to do,"""""""" company spokesman Michael Mudd said yesterday."""""""
258848	Revenue plunged 19 percent to $2.07 billion from $2.56 billion in the year-earlier quarter.
869211	The broad Standard & Poor's 500-stock index was up 4.83 points or 0.49 per cent to 980.76.
1881958	He told FBI agents that he shot Dennehy after the player tried to shoot him, according to the arrest warrant affidavit.
53570	Ridge said no real explosives or harmful devices will be used in the exercise.
3102255	Prosecutors maintained that Durst murdered Black to try to assume Black's identity.
1787626	The agency said it would not release the name of the person involved because he is a minor.
2986651	The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.
1447877	The 51-year-old nurse worked at North York General Hospital, the epicentre of the latest outbreak.
2310787	"""""""""""""""And the swagger of a president who says 'Bring 'em on' does not bring our troops peace or safety."""""""""""""""
3020767	One, Fort Carson-based Sgt. Ernest Bucklew, 33, had been on his way home to attend his mother's funeral in Pennsylvania.
548865	Analysts spent yesterday running the red pen through the accounts and are expected to announce more cuts to their valuations.
408890	Acer said its Veriton 7600G incorporates the Intel 865G chipset and is priced starting at $949.
1598630	The row intensified after Culture Minister Jean-Jacques Aillagon said the government would go ahead with planned cuts to unemployment benefits despite howls of protest from actors.
1380707	From Florida to Alaska, thousands of revelers vowed to push for more legal rights, including same-sex marriages.
739677	The leader of Myanmar's National League for Democracy won a 1990 election by a landslide but was never allowed to govern.
2759665	The Foundation said telephone support would cost $39.95 per incident.
701817	It is the first major industrial plant for Leighton as project manager.
2830962	The settlement taking effect this week was reached less than two months after O'Malley took the helm of the nation's fourth-largest archdiocese.
523349	But for a meaningful dialogue to begin, cross-border terrorism should end and terror infrastructure must be dismantled.
2662088	It is priced at $5,995 for an unlimited number of users tapping into the single processor, or $195 per user with a minimum of five users.
3323113	The blast occurred at 5 a.m. in the capital's Al-Bayaa district, police said.
2613350	The report finds that 6.5 percent of American adults were diagnosed with diabetes in 2002 compared with 5.1 percent in 1997.
185364	Omar's brother, Zahid, and wife, Tahari, were arrested on May 2 in Derbyshire.
3045264	The company has 30 days to respond to the charges before the FCC makes a final ruling.
407798	The study results were presented Tuesday at a meeting of the American Thoracic Society in Seattle, and will be published in this week's New England Journal of Medicine.
557121	Associated Press Writer Marc Humbert in Albany contributed to this report.
1112955	He said he thought he had hit a dog or a cat, or someone had thrown a rock at his car, the police said.
1568539	The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks.
123536	The defense cannot appeal Roush's ruling until after the trial.
1565915	Lovett's father, Ron Lovett, issued a statement apologising for his son's behaviour.
1919416	"""""""""""""""But HRT should not be used to prevent heart disease or any other chronic condition."""""""""""""""
1995534	"""""""Former South African Archbishop Desmond Tutu said Sunday he did not see what """"""""all the fuss"""""""" was over appointing a gay bishop, but urged homosexual clergy to remain celibate."""""""
1005521	Bridges is a retired Air Force major general and a former shuttle pilot.
377367	You can reach George Hunter at (313) 222-2027 or ghunter@detnews.com.
1355539	"""""""""""""""This sale is part of our efforts to simplify our Foodservice Products business and improve its cost structure,"""""""" said Gary Costley, Multifoods chairman and chief executive."""""""
1793116	The study adds to the evidence that diet might affect a person's chances of developing the mind-robbing disease that affects 4 million Americans.
481930	The CGT warned of prolonged industrial action unless Raffarin agreed.
312707	"""""""""""""""But they did not, as of the time of this particular tragic event, provide the security we had requested,"""""""" Jordan said."""""""
3037352	Voters in Cleveland Heights, Ohio, approved a proposal allowing same-sex couples - and also unmarried heterosexual couples - to officially register as domestic partners.
2002942	State air regulators and three automakers have settled a lawsuit challenging the nation's toughest auto emissions program, a spokesman for California's air board said Monday.
2596071	"""""""""""""""Spin and manipulative public relations and propaganda are not the answer,"""""""" it said."""""""
727262	In comparison, 86 percent of Israeli Jews say they have a favorable opinion of the United States.
2788684	But they don’t realize that until it’s too late (of course) because they’re potential victims in a horror movie.
2728244	Sales -- a figure watched closely as a barometer of health -- rose 5 percent instead of falling as many industry experts predicted.
2028326	Doud was shot in the shoulder and underwent surgery at Strong Memorial Hospital, where he was listed in satisfactory condition.
1315900	The third case involved contracts signed by Sierra Pacific Resources SRP.N utility Nevada Power Co. and two municipal utilities.
2777028	The three grocery chains were relying on store managers and replacement workers to keep their stores open.
1029364	Merseyside police found the truck, without the books, the next morning about 20 miles from the warehouse.
2846992	The work appears in the Oct. 22/29 issue of the Journal of the American Medical Association.
2927334	The significant highs Beijing chalked up before APEC was China's first space mission on October 15.
2065497	"""""""ABC broadcast a special """"""""World News Tonight"""""""" report out of Washington anchored by Ted Koppel."""""""
617309	Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales.
684924	The indictment said he attended important meetings to plan the attacks, recruited fellow bombers and coordinated the operation.
1978626	It also said it would reconsider its support for the 2003 show, which took place last month.
514453	The two Democrats on the five-member FCC panel held a news conference to sway opinion against Powell.
77428	If no candidate wins 50 percent plus one in today's election, the top two will meet in a runoff June 3.
996885	LURD's Ja'neh also called for an interim government and the deployment of a U.S.-led Western peacekeeping force.
2051961	The bomb exploded in Helmand province aboard a bus en route to the provincial capital, Lashkar Gah, according to news agency reports.
1351688	The UMass president has acknowledged talking to him once since he went on the lam in 1995, just before federal indictments were handed down.
437770	Eric Gagne earned his 17th save in as many opportunities as he struck out three in the ninth and allowed only an infield single by Greg Norton.
126079	The jury awarded TVT about $23 million in compensatory damages and roughly $108 million in punitive damages.
2201393	Air Commodore Pietsch said a 9-11 style aircraft suicide attack was the key concern.
116323	"""""""""""""""I don't even worry about it anymore,"""""""" he said."""""""
2521281	The report was sponsored by the Computer & Communications Industry Association (CCIA).
3417339	Families stuck on the highway remained in their cars, and used their cell phones to call home.
434568	"""""""""""""""While the rest of America grapples with an economic downturn, recession has become a permanent way of life for much of rural America,"""""""" Edwards said in a speech."""""""
2377832	"""""""""""""""First, the target was not clear . . . we should have authentic evidence of the target that they really hate Islam,"""""""" he said."""""""
3035818	"""""""Sharpton nearly jumped out of his chair, saying, """"""""That sounds more like Stonewall Jackson than Jesse Jackson."""""""
2873368	The SharePoint Portal Server application, which facilitates teamwork, retails for $5,619.
2545785	Dogs, he said, are second only to humans in the thoroughness of medical understanding and research.
145076	The Justice Department and the Federal Communications Commission have the final say.
1984954	"""""""""""""""I really liked him and I still do,"""""""" Cohen Alon told the Herald yesterday."""""""
763516	Argentine Guillermo Coria and Netherlander Martin Verkerk are in the other half.
2668998	Hidalgo County Judge Ramon Garcia remembers how he and his friends used to have to sneak around the school yard to speak Spanish.
518131	"""""""Hovan did not speak, but his lawyer, John Speranza, said his client """"""""did not wake up that day"""""""" intending to hurt anyone."""""""
